Instance,N,K,Transitions,States,Time(ms),Failed,Features Vectors
TL,6,6,91,88,178.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,7,91,88,182.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,8,91,88,178.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,9,91,88,191.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,10,91,88,179.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,11,91,88,187.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,12,91,88,288.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,13,91,88,180.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,14,91,88,190.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,6,15,91,88,184.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,7,2,119,116,438.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,3,119,116,276.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,4,119,116,275.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,5,119,116,277.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,6,119,116,286.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,7,119,116,287.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,8,119,116,284.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,9,119,116,282.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,10,119,116,280.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,11,119,116,309.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,12,119,116,416.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
