Instance,N,K,Name,Transitions,States,Time(ms),Failed,Method
TA,9,12,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,9,13,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,9,14,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,9,15,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,2,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,3,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,4,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,5,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,6,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,7,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,8,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,9,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,10,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,11,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,12,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,13,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,14,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,10,15,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,2,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,3,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,4,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,5,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,6,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,7,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,8,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,9,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,10,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,11,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,12,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,13,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,14,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,11,15,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,2,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,3,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,4,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,5,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,6,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,7,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,8,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,9,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,10,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,11,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,12,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,13,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,14,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,12,15,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,2,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,3,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,4,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,5,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,6,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,7,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,8,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,9,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,10,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,11,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,12,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,13,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,14,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,13,15,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,2,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,3,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,4,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,5,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,6,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,7,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,8,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,9,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,10,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,11,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,12,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,13,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,14,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,14,15,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,2,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,3,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,4,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,5,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,6,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,7,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,8,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,9,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,10,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,11,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,12,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,13,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,14,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,15,15,./results/models/TA/2-2/TA-2-2-6700-partial.pth,15001,15001,9999,True,2-2
TA,2,2,./results/models/TA/3-3/TA-3-3-400-partial.pth,101,69,561,False,3-3
TA,2,3,./results/models/TA/3-3/TA-3-3-400-partial.pth,90,71,455,False,3-3
TA,2,4,./results/models/TA/3-3/TA-3-3-400-partial.pth,99,77,382,False,3-3
TA,2,5,./results/models/TA/3-3/TA-3-3-400-partial.pth,108,83,422,False,3-3
TA,2,6,./results/models/TA/3-3/TA-3-3-400-partial.pth,108,83,461,False,3-3
TA,2,7,./results/models/TA/3-3/TA-3-3-400-partial.pth,145,99,668,False,3-3
TA,2,2,./results/models/TA/3-3/TA-3-3-400-partial.pth,101,69,591,False,3-3
TA,2,3,./results/models/TA/3-3/TA-3-3-400-partial.pth,90,71,382,False,3-3
TA,2,4,./results/models/TA/3-3/TA-3-3-400-partial.pth,99,77,463,False,3-3
TA,2,5,./results/models/TA/3-3/TA-3-3-400-partial.pth,108,83,407,False,3-3
TA,2,6,./results/models/TA/3-3/TA-3-3-400-partial.pth,108,83,400,False,3-3
TA,2,7,./results/models/TA/3-3/TA-3-3-400-partial.pth,145,99,759,False,3-3
TA,2,8,./results/models/TA/3-3/TA-3-3-400-partial.pth,132,99,529,False,3-3
TA,2,9,./results/models/TA/3-3/TA-3-3-400-partial.pth,144,107,487,False,3-3
TA,2,10,./results/models/TA/3-3/TA-3-3-400-partial.pth,153,113,781,False,3-3
TA,2,11,./results/models/TA/3-3/TA-3-3-400-partial.pth,153,113,594,False,3-3
TA,2,12,./results/models/TA/3-3/TA-3-3-400-partial.pth,162,119,640,False,3-3
TA,2,13,./results/models/TA/3-3/TA-3-3-400-partial.pth,200,135,1047,False,3-3
TA,2,14,./results/models/TA/3-3/TA-3-3-400-partial.pth,210,143,1111,False,3-3
TA,2,15,./results/models/TA/3-3/TA-3-3-400-partial.pth,191,139,846,False,3-3
TA,3,2,./results/models/TA/3-3/TA-3-3-400-partial.pth,268,195,4242,False,3-3
