Instance,N,K,Transitions,States,Time(ms),Failed,Features Vectors
DP,14,2,5001,4594,766410.0,True,"{130025473, 115345409, 130056322, 130023556, 130023940, 62914692, 62947842, 130025480, 130024456, 216007688, 81789960, 214959112, 130023684, 117465104, 117457936, 117466128, 50349072, 50356240, 50357264, 130056706, 266338564, 130023488, 62922816, 130031680, 199237696, 216014912, 130024000, 81789504, 216007232, 266340353, 81789248, 216006976}"
DP,14,3,5001,5001,9999,True,set()
DP,14,4,5001,5001,9999,True,set()
DP,14,5,5001,5001,9999,True,set()
DP,14,6,5001,5001,9999,True,set()
DP,14,7,5001,5001,9999,True,set()
DP,14,8,5001,5001,9999,True,set()
DP,14,9,5001,5001,9999,True,set()
DP,14,10,5001,5001,9999,True,set()
DP,14,11,5001,5001,9999,True,set()
DP,14,12,5001,5001,9999,True,set()
DP,14,13,5001,5001,9999,True,set()
DP,14,14,5001,5001,9999,True,set()
DP,14,15,5001,5001,9999,True,set()
DP,15,2,5001,4630,709873.0,True,"{130025473, 115345409, 130056322, 130023556, 130023940, 62914692, 62947842, 130025480, 130024456, 216007688, 81789960, 214959112, 130023684, 117465104, 117457936, 50356240, 50349072, 117466128, 130056706, 266338564, 130023488, 62922816, 130031680, 199237696, 216014912, 130024000, 81789504, 81789248, 216007232, 266340353, 216006976}"
DP,15,3,5001,5001,9999,True,set()
DP,15,4,5001,5001,9999,True,set()
DP,15,5,5001,5001,9999,True,set()
DP,15,6,5001,5001,9999,True,set()
DP,15,7,5001,5001,9999,True,set()
DP,15,8,5001,5001,9999,True,set()
DP,15,9,5001,5001,9999,True,set()
DP,15,10,5001,5001,9999,True,set()
DP,15,11,5001,5001,9999,True,set()
DP,15,12,5001,5001,9999,True,set()
DP,15,13,5001,5001,9999,True,set()
DP,15,14,5001,5001,9999,True,set()
DP,15,15,5001,5001,9999,True,set()
